,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
119, by the applicant Cynarski, by the applicant Cheyenne,,5985,22217
120, by the respondent Mette, by the respondent Lorraine,,5464,12737
121, by the applicant's representative Cinmen, by the applicant's representative Brittany,,3767,1279
122, by the applicant's representative Michalis, by the applicant's representative Ebony,,21728,2421
123, by the applicant Atasoy, by the applicant Kaitlin,,899,3642
124, by the applicant Aran, by the applicant Joanne,,266,17416
125, the expert Denham, the expert Brenda,,3964,1473
126, by the applicant's representative Kansu, by the applicant's representative Darlene,,86,1751
127, by the applicant's representative Poledna, by the applicant's representative Caitlin,,2072,3642
128, by the respondent Singh, by the respondent Lauren,,21193,33821
129, a court designated by Competition, a court designated by Paul,,38692,5171
130, was represented by Binnaz, was represented by Renee,,1370,70
131, the expert Orhan, the expert Cheryl,,5582,1190
132, by the respondent Ørgaard, by the respondent Gabrielle,,47973,4415
133, case and advocate Öcalan, case and advocate Micheal,,266,267
134, the expert Christie, the expert Timothy,,36741,32905
135, case and advocate Noli, case and advocate Hayley,,10424,2205
136, a court designated by Merdji, a court designated by Jacqueline,,8020,4115
137, a court designated by Schofield, a court designated by Kaitlin,,1001,3642
138, was represented by Lach, was represented by Shelley,,607,2205
139, case and advocate Dyller, case and advocate Jermaine,,254,6529
140, case and advocate Übeyt, case and advocate Makayla,,1767,4123
141, was represented by Patela, was represented by Brittney,,7896,2191
142, by the applicant's representative Semir, by the applicant's representative Angelica,,343,3737
143, by the applicant's representative Lea, by the applicant's representative Courtney,,66,2191
144, by the applicant's representative Akyol, by the applicant's representative Alyssa,,311,66
145, case and advocate Karaman, case and advocate Tanya,,14990,32028
146, case and advocate Atilla, case and advocate Zachary,,6077,552
147, by the applicant's representative Balda, by the applicant's representative Cynthia,,1473,36005
148, by the respondent Rauf, by the respondent Johnathan,,21393,10511
149, by the applicant's representative Paluch, by the applicant's representative Jasmine,,976,35760
150, by the respondent Haluk, by the respondent Erica,,2788,66
151, was represented by Simon, was represented by Christopher,,14698,19717
152, by the applicant Inspector, by the applicant Larry,,31881,20681
153, by the respondent Koçer, by the respondent Caitlin,,254,3642
154, a court designated by Kumenda, a court designated by Tara,,11635,4595
155, the expert Kumar, the expert Bruce,,34946,18673
156, the expert Isidoro, the expert Rachael,,12892,4696
157, the expert Cato, the expert Tiffany,,4611,50177
158, by the respondent Mangouras, by the respondent Marilyn,,284,79
159, by the respondent Dickson, by the respondent Darlene,,251,1751
160, the expert Subicka, the expert Gabriella,,66,5021
161, case and advocate Divier, case and advocate Stacy,,1321,1974
162, case and advocate Sauvé, case and advocate Colleen,,43147,16813
163, by the applicant's representative Manfred, by the applicant's representative Evelyn,,17408,30024
164, the expert Armine, the expert Kimberly,,460,314
165, was represented by Taner, was represented by Tamara,,254,4595
166, was represented by Ming, was represented by Andrew,,46095,11116
167, case and advocate Sampson, case and advocate Danielle,,10836,282
168, by the applicant's representative Jason, by the applicant's representative Laura,,16553,21960
169, the expert Emily, the expert Jerry,,24504,21122
170, a court designated by Inga, a court designated by Terri,,2485,363
171, by the applicant's representative Baldry, by the applicant's representative Michele,,610,48056
172, by the respondent Gursoy, by the respondent Caitlin,,90,3642
173, by the applicant's representative Kandler, by the applicant's representative Rachael,,2146,4696
174, the expert Ottan, the expert Kendra,,266,376
175, by the applicant's representative Evrenos, by the applicant's representative Renee,,375,70
176, by the applicant's representative Balkar, by the applicant's representative Brenda,,274,1473
177, case and advocate Michal, case and advocate Ricardo,,267,15916
178, by the applicant's representative Feriha, by the applicant's representative Makayla,,3227,4123
179, case and advocate Sebastian, case and advocate Michael,,35972,6277
180, a court designated by ELORZA, a court designated by Alyssa,,40074,66
181, the expert Christou, the expert Leroy,,276,899
182, the expert Judge, the expert Monica,,6798,34781
183, by the respondent Guillot, by the respondent Mckenzie,,302,32560
184, was represented by Collette, was represented by Brandi,,26137,74
185, by the applicant's representative Jazz, by the applicant's representative Melissa,,33216,38994
186, was represented by Barszcz, was represented by Jacqueline,,14617,4115
187, case and advocate Powell, case and advocate Richard,,27286,7727
188, case and advocate Registrar, case and advocate Abigail,,23537,647
189, was represented by Hapeshis, was represented by Phyllis,,8701,261
190, the expert Sophia, the expert Tracey,,571,32175
191, by the applicant's representative Melikoff, by the applicant's representative Cheyenne,,2727,22217
192, the expert Vincent, the expert Jessica,,26456,29489
193, was represented by Schuh, was represented by Cindy,,6968,38574
194, case and advocate Duman, case and advocate Pamela,,5409,7896
195, by the applicant Halina, by the applicant Marcia,,1758,14265
196, the expert Mobin, the expert Sherry,,249,610
197, the expert Lammer, the expert Anita,,961,5741
198, was represented by Baysal, was represented by Jacqueline,,267,4115
199, was represented by Misiak, was represented by Darlene,,518,1751
200, a court designated by Halil, a court designated by Kayla,,300,4123
201, the expert Soyer, the expert Tara,,37674,4595
202, by the applicant's representative Litwin, by the applicant's representative Danielle,,6481,282
203, a court designated by Okat, a court designated by Kristina,,255,1758
204, was represented by Annie, was represented by Lauren,,31338,33821
205, a court designated by POHL, a court designated by Reginald,,45,69
206, by the applicant neighbour, by the applicant Mary,,14646,6393
207, a court designated by Donnelly, a court designated by Alejandro,,314,33998
208, by the applicant's representative Norden, by the applicant's representative Kimberly,,257,314
209, was represented by Seton, was represented by Jody,,251,1197
210, by the applicant Siegmund, by the applicant Alejandra,,27778,17244
211, was represented by Buket, was represented by Loretta,,292,893
212, was represented by Vladimiro, was represented by Gabriela,,9401,7896
213, a court designated by Ingo, a court designated by Kristina,,2184,1758
214, by the applicant Sarasua, by the applicant Reginald,,5738,69
215, by the applicant Bergenstrand, by the applicant Aimee,,35559,70
216, a court designated by October, a court designated by Diana,,4437,33240
217, was represented by Maier, was represented by Duane,,1321,1351
218, case and advocate Kadirhan, case and advocate Tammie,,5582,466
219, by the respondent Hughes, by the respondent Leah,,24008,48990
220, a court designated by Guisan, a court designated by Kimberly,,16870,314
221, by the applicant's representative Demircan, by the applicant's representative Jacqueline,,266,4115
222, by the applicant Özbek, by the applicant Darlene,,33909,1751
223, case and advocate Moreno, case and advocate Brittany,,2369,1279
224, the expert Peer, the expert Nicholas,,48091,26876
225, by the applicant's representative Helena, by the applicant's representative Kristina,,6736,1758
226, was represented by Jarabo, was represented by Cindy,,40826,38574
227, by the applicant's representative Mejer, by the applicant's representative Corey,,28133,90
228, case and advocate Burçe, case and advocate Yolanda,,70,7447
229, by the applicant Sibson, by the applicant Reginald,,1665,69
230, by the applicant Ohms, by the applicant Sherri,,983,363
231, by the applicant Utku, by the applicant Erica,,13312,66
232, the expert Tyge, the expert Audrey,,463,5292
233, by the respondent Adolf, by the respondent Erica,,6352,66
234, by the applicant's representative Wiktor, by the applicant's representative Carolyn,,13473,1362
235, by the respondent Wąsek, by the respondent Katelyn,,45902,79
236, case and advocate Bogdan, case and advocate Sheena,,21329,6736
237, the expert Gabriel, the expert Nicole,,27581,37930
238, was represented by Meilicke, was represented by Alyssa,,413,66
239, case and advocate Cruz, case and advocate Derek,,16874,36312
240, the expert Hentschel, the expert Annette,,29311,442
241, by the applicant's representative Steiner, by the applicant's representative Lori,,7068,8885
242, the expert Kanbur, the expert Ariel,,13156,293
243, by the applicant's representative Braviner, by the applicant's representative Desiree,,7068,70
244, was represented by Rohner, was represented by Anita,,1216,5741
245, a court designated by Saya, a court designated by Lacey,,12451,32175
246, a court designated by Köhler, a court designated by Kaitlyn,,49854,13931
247, case and advocate Worth, case and advocate Patricia,,32354,39206
248, the expert Elvis, the expert Taylor,,49177,11276
249, the expert Erkmen, the expert Alejandro,,3767,33998
250, by the respondent Kotuła, by the respondent Kaitlyn,,35457,13931
251, by the applicant Varol, by the applicant Felicia,,311,29583
252, the expert Mindia, the expert Zachary,,571,552
253, by the applicant's representative Flieger, by the applicant's representative Jermaine,,1063,6529
254, a court designated by Cózar, a court designated by Jacqueline,,34185,4115
255, case and advocate Trier, case and advocate Kristy,,4586,90
256, was represented by Reston, was represented by Denise,,251,885
257, a court designated by Taylor, a court designated by Gloria,,11276,46972
258, case and advocate Ngo, case and advocate Angelica,,2184,3737
259, by the applicant's representative Hilbrans, by the applicant's representative Micheal,,507,267
260, by the applicant's representative Torun, by the applicant's representative Christy,,328,90
261, a court designated by Turner, a court designated by Lisa,,20757,22707
262, case and advocate Yeşim, case and advocate Yolanda,,303,7447
263, by the respondent Hamdi, by the respondent Carly,,5168,1285
264, was represented by Arnaiz, was represented by Adrienne,,478,570
265, case and advocate Björn, case and advocate Abigail,,79,647
266, the expert Akester, the expert Micheal,,350,267
267, a court designated by Minister, a court designated by Maria,,8308,17100
268, by the respondent Gutowski, by the respondent Melanie,,15767,24132
269, by the respondent Dixon, by the respondent Jill,,39736,36253
270, was represented by Sabri, was represented by Javier,,363,28024
271, was represented by Aldeguer, was represented by Renee,,10207,70
272, a court designated by Erdal, a court designated by Tiffany,,267,50177
273, the expert Albayrak, the expert Alejandro,,21720,33998
274, the expert Perrin, the expert Aimee,,249,70
275, by the applicant's representative Kerem, by the applicant's representative Sherri,,2013,363
276, by the applicant DCI, by the applicant Meghan,,7142,5582
277, a court designated by Piotr, a court designated by Tracie,,83,466
278, the expert Jensen, the expert Justin,,42054,20839
279, case and advocate Holmström, case and advocate Priscilla,,46816,6077
280, was represented by Willshaw, was represented by Anita,,40590,5741
281, was represented by Esdon, was represented by Katelyn,,251,79
282, case and advocate Salcedo, case and advocate Phyllis,,80,261
283, by the respondent Ullrich, by the respondent Alyssa,,5969,66
284, case and advocate Kadri, case and advocate Christy,,363,90
285, by the respondent Lequerre, by the respondent Abigail,,250,647
286, a court designated by Bulan, a court designated by Mia,,266,571
287, a court designated by Tuğba, a court designated by Kirsten,,5830,257
288, case and advocate Joanna, case and advocate Jenna,,9045,13685
289, a court designated by Maurer, a court designated by Sheryl,,13615,1190
290, was represented by Mota, was represented by Denise,,5503,885
291, case and advocate Kück, case and advocate Haley,,27646,25406
292, the expert Grażyna, the expert Jacqueline,,45955,4115
293, the expert Reeda, the expert Cynthia,,15055,36005
294, by the applicant Krall, by the applicant Courtney,,455,2191
295, by the applicant's representative Rouget, by the applicant's representative Jermaine,,292,6529
296, case and advocate Jonas, case and advocate Cheryl,,284,1190
297, by the applicant's representative Medalen, by the applicant's representative Christy,,257,90
298, by the respondent Ulaş, by the respondent Caitlin,,9663,3642
299, by the applicant Kalın, by the applicant Mandy,,19806,13183
300, by the respondent Matningsdal, by the respondent Rachael,,26955,4696
301, by the respondent probation, by the respondent Alexandria,,19077,38783
302, by the applicant's representative Kirsten, by the applicant's representative Dwayne,,257,570
303, by the applicant's representative Duffy, by the applicant's representative Cindy,,26948,38574
304, case and advocate Foakes, case and advocate Lori,,1582,8885
305, the expert Mance, the expert Ricardo,,593,15916
306, the expert Olivera, the expert Terri,,66,363
307, case and advocate Kureth, case and advocate Denise,,42240,885
308, by the respondent Agit, by the respondent Bethany,,262,1279
309, case and advocate Fifoot, case and advocate Hector,,1412,7720
310, by the applicant's representative Westerberg, by the applicant's representative Marilyn,,4978,79
311, a court designated by Lycett, a court designated by Kaitlyn,,3592,13931
312, by the respondent Mohammad, by the respondent Vanessa,,20136,15959
313, by the respondent Erro, by the respondent Debbie,,287,48036
314, a court designated by Ferrari, a court designated by Robert,,44152,6911
315, case and advocate Liban, case and advocate Brittany,,266,1279
316, by the applicant Kalay, by the applicant Kimberly,,333,314
317, was represented by Elbir, was represented by Alyssa,,343,66
318, was represented by Jefferies, was represented by Kaitlyn,,447,13931
319, case and advocate Dariusz, case and advocate Yolanda,,91,7447
320, was represented by Burcombe, was represented by Kimberly,,49766,314
321, the expert Lecegui, the expert Renee,,36961,70
322, by the applicant Tappeiner, by the applicant Jacqueline,,7068,4115
323, by the applicant Fernando, by the applicant Christopher,,39795,19717
324, by the applicant Vicky, by the applicant Zachary,,30043,552
325, by the applicant's representative Qadam, by the applicant's representative Mandy,,43089,13183
326, the expert Hendry, the expert Javier,,610,28024
327, a court designated by Ann, a court designated by Thomas,,7359,7195
328, was represented by Christina, was represented by Donna,,47831,35436
329, a court designated by Hrastnik, a court designated by Reginald,,16825,69
330, by the applicant Kamal, by the applicant Brooke,,267,3136
331, a court designated by Güler, a court designated by Vickie,,2146,466
332, by the applicant Anna, by the applicant Willie,,16543,38916
333, by the respondent Bourbon, by the respondent Samantha,,4006,36412
334, by the respondent Father, by the respondent Jonathan,,10956,18985
335, by the applicant's representative Beşir, by the applicant's representative Yolanda,,343,7447
336, by the respondent Lamming, by the respondent Danielle,,28444,282
337, by the applicant Jack, by the applicant Phillip,,5332,38881
338, case and advocate Bolitho, case and advocate Gabrielle,,80,4415
339, by the applicant's representative Spanish, by the applicant's representative Chelsea,,9883,25579
340, by the applicant's representative Maud, by the applicant's representative Tiffany,,5353,50177
341, a court designated by Cengiz, a court designated by Alyssa,,478,66
342, was represented by of, was represented by Michael,,273,6277
343, by the applicant Bodnar, by the applicant Glenda,,27380,11635
344, a court designated by Özkan, a court designated by Kaitlin,,17369,3642
345, by the applicant MacLeod, by the applicant Alyssa,,351,66
346, by the applicant's representative Åke, by the applicant's representative Melanie,,413,24132
347, the expert Thierry, the expert Cheyenne,,610,22217
348, by the respondent Sajó, by the respondent Abigail,,1954,647
349, a court designated by Koral, a court designated by Meghan,,7909,5582
350, a court designated by Öker, a court designated by Jonathon,,6426,22721
351, a court designated by Lafulla, a court designated by Kathryn,,26171,36618
352, by the respondent İriz, by the respondent Jacqueline,,21100,4115
353, the expert Jakhian, the expert Reginald,,757,69
354, by the applicant JACOT, by the applicant Alejandro,,2415,33998
355, by the applicant Lagergren, by the applicant Jacqueline,,445,4115
356, case and advocate Anton, case and advocate Ethan,,12705,44542
357, a court designated by Dean, a court designated by Joseph,,19172,10092
358, by the applicant's representative Tschopp, by the applicant's representative Yvonne,,377,570
359, case and advocate Lionel, case and advocate Bonnie,,293,10633
360, the expert Olof, the expert Zachary,,1171,552
361, was represented by Ormrod, was represented by Marilyn,,16104,79
362, by the applicant's representative Höpfel, by the applicant's representative Kaitlyn,,293,13931
363, by the applicant's representative Ely, by the applicant's representative Lori,,314,8885
364, by the respondent Reşit, by the respondent Reginald,,262,69
365, by the applicant Wainwright, by the applicant Kylie,,28158,466
366, case and advocate Ceccoli, case and advocate Ronnie,,43363,10633
367, by the applicant's representative Crown, by the applicant's representative Mark,,23392,4744
368, was represented by Chief, was represented by Karen,,9060,25062
369, the expert Gormley, the expert Darlene,,2205,1751
370, by the respondent Matravers, by the respondent Rebekah,,735,1240
371, the expert Apostolos, the expert Annette,,375,442
372, was represented by Rafael, was represented by Jennifer,,46901,26355
373, by the respondent Gerns, by the respondent Yolanda,,84,7447
374, a court designated by Jennings, a court designated by Joseph,,48408,10092
375, case and advocate Bayne, case and advocate Anita,,570,5741
376, by the respondent Janowski, by the respondent Samantha,,15767,36412
377, by the respondent Waldemar, by the respondent Yolanda,,274,7447
378, by the applicant Beloff, by the applicant Tammy,,2727,2577
379, by the applicant Smith, by the applicant Michael,,6212,6277
380, by the applicant's representative Abraham, by the applicant's representative Kelly,,24958,14943
381, by the applicant's representative Slade, by the applicant's representative Marissa,,796,14302
382, a court designated by Kaymış, a court designated by Abigail,,43339,647
383, case and advocate Montoro, case and advocate Debbie,,12892,48036
384, a court designated by Osinger, a court designated by Yolanda,,254,7447
385, by the respondent Gersing, by the respondent Alejandra,,272,17244
386, by the applicant's representative Mutlu, by the applicant's representative Marissa,,7675,14302
387, by the applicant Sporn, by the applicant Clarence,,1575,1196
388, by the applicant Plender, by the applicant Lori,,3109,8885
389, case and advocate León, case and advocate Brittney,,3876,2191
390, by the applicant Witek, by the applicant Jacqueline,,76,4115
391, by the respondent Antonio, by the respondent David,,18089,5119
392, by the applicant Noll, by the applicant Briana,,2555,3230
393, by the respondent Jernow, by the respondent Darlene,,319,1751
394, the expert Şeker, the expert Eileen,,44691,257
395, case and advocate Weir, case and advocate Cynthia,,343,36005
396, the expert Miss, the expert Joshua,,5767,29092
397, a court designated by PB, a court designated by David,,15192,5119
398, a court designated by Voyame, a court designated by Brianna,,482,9045
399, by the applicant Mullan, by the applicant Sonya,,266,66
400, the expert Rafał, the expert Jacqueline,,7679,4115
401, was represented by Ronald, was represented by Ryan,,26858,13114
402, a court designated by Hakkı, a court designated by Yolanda,,5588,7447
403, the expert Eugène, the expert Kimberly,,35080,314
404, by the applicant's representative Prinz, by the applicant's representative Cassandra,,29415,17244
405, the expert Pauline, the expert Ashlee,,460,14906
406, by the applicant's representative Garbade, by the applicant's representative Maureen,,796,257
407, a court designated by Mazón, a court designated by Colleen,,3876,16813
408, by the applicant Zana, by the applicant Lori,,3230,8885
409, case and advocate Hamida, case and advocate Tiffany,,4355,50177
410, by the applicant's representative McCowan, by the applicant's representative Eileen,,266,257
411, by the applicant Erkat, by the applicant Jeffery,,29846,1771
412, case and advocate Beata, case and advocate Kristen,,682,257
413, the expert Weibel, the expert Cynthia,,42723,36005
414, by the applicant Savruk, by the applicant Renee,,76,70
415, the expert Tayfun, the expert Ruben,,2337,257
416, the expert Necip, the expert Caitlin,,532,3642
417, the expert assessor, the expert Kristopher,,263,12679
418, case and advocate Horwell, case and advocate Melanie,,4714,24132
419, by the applicant Akdağ, by the applicant Phyllis,,14437,261
420, by the respondent Yağmur, by the respondent Yvonne,,29050,570
421, case and advocate Harrison, case and advocate Amy,,23698,22138
422, by the applicant Atiman, by the applicant Corey,,25884,90
423, by the applicant's representative Mitchell, by the applicant's representative Sandra,,19980,43785
424, the expert Cosson, the expert Kathryn,,1665,36618
425, case and advocate Henryka, case and advocate Brianna,,4530,9045
426, by the respondent Esen, by the respondent Breanna,,8243,9045
427, by the respondent Karl, by the respondent Charles,,21138,8444
428, the expert Tomás, the expert Brittany,,7766,1279
429, was represented by Rusak, was represented by Samantha,,518,36412
430, by the applicant Spaniards, by the applicant Valerie,,2196,24763
431, by the applicant's representative Kamlesh, by the applicant's representative Debra,,14152,4946
432, a court designated by Hoang, a court designated by Bonnie,,606,10633
433, case and advocate Jawad, case and advocate Kaitlin,,324,3642
434, case and advocate López, case and advocate Stacie,,29283,466
435, by the applicant Akbaş, by the applicant Alyssa,,9663,66
436, was represented by Kır, was represented by Tiffany,,43159,50177
437, by the applicant's representative Van, by the applicant's representative Kyle,,10049,25856
438, was represented by Sheffield, was represented by Kirk,,42894,22579
439, by the applicant Richard, by the applicant Christie,,7727,36741
440, by the respondent Prem, by the respondent Brian,,13343,14468
441, the expert Bitgin, the expert Alexandra,,6058,17244
442, the expert Olle, the expert Denise,,282,885
443, by the applicant Kadian, by the applicant Denise,,7577,885
444, by the applicant Frings, by the applicant Darrell,,723,11436
445, by the applicant's representative Yaşar, by the applicant's representative Desiree,,274,70
446, by the applicant Krajcer, by the applicant Reginald,,1209,69
447, the expert Eastaway, the expert Madeline,,12594,4115
448, the expert Merter, the expert Kristine,,350,460
449, by the respondent Ramirez, by the respondent Andrew,,48444,11116
450, a court designated by Jarra, a court designated by Brianna,,376,9045
451, by the applicant's representative Waquet, by the applicant's representative Marissa,,21118,14302
452, by the applicant's representative Heller, by the applicant's representative Carolyn,,7707,1362
453, by the respondent Cristina, by the respondent Kimberly,,1758,314
454, the expert Harper, the expert Ian,,22663,23259
455, was represented by Selva, was represented by Lori,,6156,8885
456, the expert Kuranbay, the expert Micheal,,32442,267
457, was represented by Tim, was represented by Andrew,,8969,11116
458, by the respondent Dombek, by the respondent Denise,,33909,885
459, by the applicant Alvarez, by the applicant Gina,,42356,1758
460, was represented by Obermeier, was represented by Annette,,1321,442
461, the expert Kevin, the expert Timothy,,15273,32905
462, a court designated by Engels, a court designated by Kristine,,1241,460
463, by the applicant's representative Coşar, by the applicant's representative Rachael,,274,4696
464, was represented by Wood, was represented by Michael,,9002,6277
465, by the respondent Bilgin, by the respondent Pamela,,6058,7896
466, by the applicant's representative Sezgin, by the applicant's representative Darlene,,6058,1751
467, by the applicant Stark, by the applicant Lisa,,38684,22707
468, case and advocate Douglas, case and advocate Amanda,,17885,33811
469, by the applicant Mustafa, by the applicant Jeffery,,37124,1771
470, a court designated by Hellner, a court designated by Samantha,,1216,36412
471, by the applicant's representative Gil, by the applicant's representative Frank,,14383,6893
472, a court designated by Guido, a court designated by Kristie,,7112,466
473, was represented by Fairfield, was represented by Sherry,,3423,610
474, a court designated by Sibel, a court designated by Sherry,,42723,610
475, was represented by Rieg, was represented by Kimberly,,25362,314
476, case and advocate Rita, case and advocate Edward,,46980,12824
477, case and advocate GP, case and advocate Anthony,,15871,16358
478, by the applicant's representative Felicja, by the applicant's representative Cheyenne,,6362,22217
479, a court designated by Whomersley, a court designated by Renee,,2205,70
480, by the applicant's representative Tunç, by the applicant's representative Briana,,3314,3230
481, was represented by Convey, was represented by Suzanne,,3942,17416
482, by the respondent Madden, by the respondent Kristine,,257,460
483, was represented by Erhan, was represented by Samantha,,5582,36412
484, by the applicant President, by the applicant Nicholas,,3918,26876
485, a court designated by Couez, a court designated by Erica,,16130,66
486, by the respondent DKK, by the respondent Kimberly,,18717,314
