,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
175, case and advocate Sophia, case and advocate Lance,,39953,18990
176, was represented by Melikoff, was represented by Rebekah,,2364,993
177, a court designated by Vincent, a court designated by Jason,,18653,8982
178, by the applicant Schuh, by the applicant Kelsey,,7456,4397
179, the expert Duman, the expert Kristina,,3778,1437
180, the expert Halina, the expert Kendra,,1437,430
181, a court designated by Mobin, a court designated by Yvette,,259,33573
182, was represented by Lammer, was represented by Jacqueline,,647,4470
183, the expert Baysal, the expert Darlene,,282,1734
184, by the applicant Misiak, by the applicant Candice,,32994,501
185, by the applicant Halil, by the applicant Colleen,,346,20042
186, the expert Soyer, the expert Jillian,,263,666
187, the expert Litwin, the expert Kristin,,5404,259
188, by the applicant's representative Okat, by the applicant's representative Renee,,265,1453
189, the expert Annie, the expert Angela,,25860,17799
190, a court designated by POHL, a court designated by Wanda,,6581,5282
191, by the applicant's representative neighbour, by the applicant's representative Chelsea,,12250,12147
192, was represented by Donnelly, was represented by Janice,,6148,501
193, by the respondent Norden, by the respondent Bethany,,268,1092
194, by the applicant's representative Anatoli, by the applicant's representative Shari,,11106,2743
195, by the respondent Seton, by the respondent Debra,,261,430
196, by the applicant's representative Siegmund, by the applicant's representative Jonathon,,20125,12938
197, case and advocate Buket, case and advocate Bethany,,316,1092
198, by the applicant's representative Vladimiro, by the applicant's representative Mikayla,,7058,5031
199, by the respondent Ingo, by the respondent Desiree,,2188,68
200, case and advocate Sarasua, case and advocate Jasmine,,6413,3810
201, by the applicant October, by the applicant John,,3267,1757
202, a court designated by Maier, a court designated by Caitlin,,959,2815
203, the expert Kadirhan, the expert Alyssa,,7637,64
204, a court designated by Hughes, a court designated by Scott,,19712,4746
205, case and advocate Guisan, case and advocate Terri,,9057,380
206, a court designated by Özbek, a court designated by Sabrina,,40413,22267
207, by the applicant Moreno, by the applicant Michelle,,43269,16738
208, by the applicant Peer, by the applicant Juan,,41139,16852
209, case and advocate Helena, case and advocate Ricky,,42916,31668
210, case and advocate Jarabo, case and advocate Kayla,,34748,5031
211, by the respondent Mejer, by the respondent Ruben,,44009,268
212, was represented by Ohms, was represented by Stacey,,907,25415
213, was represented by Utku, was represented by Kelli,,23063,23225
214, a court designated by Tyge, a court designated by Janice,,469,501
215, by the applicant Adolf, by the applicant Maria,,35333,14200
216, by the applicant's representative Wiktor, by the applicant's representative Nichole,,13165,2305
217, a court designated by Bogdan, a court designated by Kari,,25604,2743
218, by the applicant Gabriel, by the applicant Jennifer,,17371,16348
219, was represented by Meilicke, was represented by Darlene,,365,1734
220, by the applicant Cruz, by the applicant Victoria,,8742,12313
221, case and advocate Hentschel, case and advocate Rebekah,,29232,993
222, by the applicant Steiner, by the applicant Vicki,,7274,72
223, by the applicant's representative Kanbur, by the applicant's representative Debra,,6236,430
224, the expert Braviner, the expert Angelica,,7274,3970
225, case and advocate Rohner, case and advocate Jaclyn,,1008,6213
226, was represented by Saya, was represented by Kari,,11729,2743
227, was represented by Worth, was represented by Maurice,,22301,32839
228, the expert Elvis, the expert Anthony,,35169,9953
229, by the applicant's representative Varol, by the applicant's representative Carla,,349,5031
230, by the applicant's representative Mindia, by the applicant's representative Kristy,,544,88
231, a court designated by Flieger, a court designated by Mckenzie,,1362,26389
232, a court designated by Klasen, a court designated by Yolanda,,268,5282
233, by the applicant's representative Cózar, by the applicant's representative Alyssa,,41046,64
234, by the respondent Trier, by the respondent Loretta,,5277,25854
235, by the applicant Reston, by the applicant Briana,,261,2271
236, the expert Taylor, the expert Jennifer,,8121,16348
237, by the applicant Ngo, by the applicant Sherry,,2188,563
238, by the respondent Hilbrans, by the respondent Katelyn,,504,77
239, the expert Torun, the expert Terrence,,403,6784
240, by the applicant Turner, by the applicant Jonathan,,15406,11232
241, was represented by Hamdi, was represented by Kari,,10989,2743
242, the expert Björn, the expert Rebekah,,77,993
243, case and advocate Akester, case and advocate Katelyn,,353,77
244, a court designated by Minister, a court designated by Mary,,4139,5335
245, by the applicant Gutowski, by the applicant Alejandro,,12079,47983
246, by the applicant's representative Dixon, by the applicant's representative Kevin,,31178,7939
247, the expert Sabri, the expert Zachary,,380,560
248, the expert Laumont, the expert Gabriella,,756,12627
249, by the applicant's representative Erdal, by the applicant's representative Brandy,,282,10757
250, case and advocate Albayrak, case and advocate Rebekah,,17716,993
251, by the applicant Perrin, by the applicant Rhonda,,12769,13533
252, was represented by DCI, was represented by Deanna,,40,7697
253, was represented by Piotr, was represented by Alyssa,,81,64
254, a court designated by Jensen, a court designated by Kelly,,32623,9077
255, was represented by Willshaw, was represented by Monique,,32832,2350
256, the expert Esdon, the expert Jody,,9099,1118
257, was represented by Ullrich, was represented by Cheyenne,,7527,29727
258, was represented by Kadri, was represented by Jonathon,,380,12938
259, by the applicant's representative Bulan, by the applicant's representative Brandy,,272,10757
260, by the applicant's representative Tuğba, by the applicant's representative Alyssa,,7012,64
261, case and advocate Joanna, case and advocate Debra,,7697,430
262, by the respondent Maurer, by the respondent Sherri,,15051,380
263, by the respondent Mota, by the respondent Jasmine,,4265,3810
264, case and advocate Kück, case and advocate Alyssa,,694,64
265, case and advocate Reeda, case and advocate Hailey,,64,9618
266, by the respondent Krall, by the respondent Desiree,,439,68
267, a court designated by Rouget, a court designated by Krystal,,1136,7757
268, case and advocate Jonas, case and advocate Kevin,,40458,7939
269, case and advocate Medalen, case and advocate Mathew,,268,6391
270, the expert McFadden, the expert Jacqueline,,38014,4470
271, the expert Matningsdal, the expert Phyllis,,31748,271
272, was represented by probation, was represented by Joshua,,19660,20700
273, was represented by Kirsten, was represented by Brandi,,268,72
274, a court designated by Duffy, a court designated by Adam,,35829,7244
275, was represented by Foakes, was represented by Renee,,1124,1453
276, the expert Mance, the expert Terri,,590,380
277, the expert Olivera, the expert Shelly,,64,12810
278, by the respondent Kureth, by the respondent Abigail,,400,603
279, case and advocate Necdet, case and advocate Marcia,,15255,544
280, the expert Agit, the expert Shawna,,270,64
281, case and advocate Fifoot, case and advocate Eduardo,,1025,13109
282, by the applicant Karaarslan, by the applicant Rachael,,9620,3010
283, was represented by Westerberg, was represented by Bridget,,3900,17484
284, case and advocate Lycett, case and advocate Abigail,,3087,603
285, by the respondent Mohammad, by the respondent Molly,,29674,30236
286, a court designated by Erro, a court designated by Mallory,,305,652
287, was represented by Ferrari, was represented by Alec,,23502,38285
288, by the applicant's representative Liban, by the applicant's representative Tamara,,272,3301
289, the expert Kalay, the expert Tonya,,323,64
290, by the applicant's representative Jefferies, by the applicant's representative Debra,,10640,430
291, by the applicant Dariusz, by the applicant Kari,,89,2743
292, the expert Burcombe, the expert Rhonda,,49325,13533
293, was represented by Lecegui, was represented by Reginald,,48317,67
294, by the applicant Fernando, by the applicant Jose,,31063,5264
295, was represented by Vicky, was represented by Shelly,,17479,12810
296, a court designated by Qadam, a court designated by Kaitlyn,,321,6213
297, a court designated by Hendry, a court designated by Carla,,563,5031
298, case and advocate Ann, case and advocate Charles,,5506,7516
299, a court designated by Christina, a court designated by Kathy,,33673,33726
300, the expert Hrastnik, the expert Yesenia,,17187,544
301, case and advocate Kamal, case and advocate Brandi,,282,72
302, the expert Güler, the expert Katelyn,,1754,77
303, by the applicant Anna, by the applicant Matthew,,11735,9308
304, was represented by Bourbon, was represented by Brandon,,41638,14328
305, the expert Father, the expert William,,9190,3977
306, case and advocate Lamming, case and advocate Brittney,,2229,1681
307, by the applicant Jack, by the applicant Michelle,,3619,16738
308, a court designated by Bolitho, a court designated by Yvonne,,78,710
309, by the applicant's representative Spanish, by the applicant's representative Gary,,7897,10936
310, a court designated by Maud, a court designated by Zachary,,3885,560
311, a court designated by Cengiz, a court designated by Abigail,,528,603
312, the expert of, the expert Sarah,,286,10490
313, by the applicant's representative Bodnar, by the applicant's representative Stacey,,23955,25415
314, was represented by Özkan, was represented by Abigail,,27541,603
315, a court designated by MacLeod, a court designated by Deanna,,44559,7697
316, by the applicant Kurudal, by the applicant Alyssa,,282,64
317, a court designated by Åke, a court designated by Rachael,,365,3010
318, a court designated by Thierry, a court designated by Yesenia,,563,544
319, was represented by Sajó, was represented by Alyssa,,10205,64
320, was represented by Koral, was represented by Zachary,,6864,560
321, by the applicant's representative Öker, by the applicant's representative Toni,,6122,14651
322, the expert Lafulla, the expert Ruben,,47972,268
323, by the applicant İriz, by the applicant Kaitlyn,,47847,6213
324, a court designated by Karataş, a court designated by Alyssa,,46481,64
325, a court designated by Jakhian, a court designated by Gwendolyn,,666,34742
326, was represented by JACOT, was represented by Kaitlyn,,2394,6213
327, case and advocate Lagergren, case and advocate Abigail,,32762,603
328, case and advocate Anton, case and advocate Mark,,9261,2940
329, was represented by Dean, was represented by Michael,,11325,3899
330, by the applicant's representative Tschopp, by the applicant's representative Yvonne,,381,710
331, was represented by Lionel, was represented by Shelby,,44286,35053
332, by the applicant Olof, by the applicant Brandi,,1659,72
333, case and advocate Ormrod, case and advocate Cheyenne,,14892,29727
334, by the applicant Ely, by the applicant Matthew,,45913,9308
335, case and advocate Wainwright, case and advocate Abigail,,29995,603
336, a court designated by Ceccoli, a court designated by Bianca,,34544,6888
337, by the respondent Crown, by the respondent Juan,,12223,16852
338, by the respondent Chief, by the respondent Lori,,5953,43741
339, case and advocate Gormley, case and advocate Stacie,,1636,494
340, was represented by Matravers, was represented by Kaitlin,,690,2815
341, case and advocate Apostolos, case and advocate Jocelyn,,418,6213
342, by the respondent Rafael, by the respondent Angela,,31918,17799
343, case and advocate Gerns, case and advocate Reginald,,82,67
344, was represented by Jennings, was represented by Cassandra,,30593,46750
345, by the applicant's representative Bayne, by the applicant's representative Andres,,710,411
346, the expert Janowski, the expert Kristin,,12079,259
347, case and advocate Waldemar, case and advocate Cheyenne,,283,29727
348, by the applicant Beloff, by the applicant Angie,,2364,494
349, the expert Smith, the expert Robert,,4176,5199
350, by the respondent Abraham, by the respondent Samantha,,16660,34778
351, by the respondent Slade, by the respondent Jeanette,,671,5857
352, a court designated by Montoro, a court designated by Kristin,,16522,259
353, by the applicant Naceur, by the applicant Alyssa,,333,64
354, was represented by Osinger, was represented by Traci,,3889,32009
355, a court designated by Gersing, a court designated by Kaitlyn,,278,6213
356, case and advocate Mutlu, case and advocate Duane,,2290,1531
357, by the applicant's representative Sporn, by the applicant's representative Dominique,,1211,2350
358, by the applicant Plender, by the applicant Dwayne,,2194,43932
359, a court designated by León, a court designated by Kristin,,18840,259
360, by the applicant's representative Antonio, by the applicant's representative Charles,,11366,7516
361, case and advocate Lizarraga, case and advocate Abigail,,8126,603
362, by the applicant Noll, by the applicant Carla,,692,5031
363, the expert Jernow, the expert Abigail,,322,603
364, by the applicant's representative Şeker, by the applicant's representative Rachael,,28233,3010
365, by the respondent Weir, by the respondent Craig,,46669,13854
366, a court designated by Miss, a court designated by Amy,,4544,14235
367, by the applicant's representative PB, by the applicant's representative Erica,,30524,45187
368, by the applicant Voyame, by the applicant Norma,,480,64
369, by the applicant Mullan, by the applicant Renee,,272,1453
370, by the respondent Rafał, by the respondent Tabitha,,41615,64
371, by the respondent Ronald, by the respondent Sheila,,14430,49627
372, by the applicant's representative Hakkı, by the applicant's representative Adrienne,,30102,710
373, was represented by Eugène, was represented by Rachael,,710,3010
374, by the applicant Prinz, by the applicant Jacqueline,,89,4470
375, by the respondent Ramazan, by the respondent Gwendolyn,,272,34742
376, a court designated by Pauline, a court designated by Tracey,,500,25415
377, by the applicant Garbade, by the applicant Reginald,,671,67
378, by the respondent Mazón, by the respondent Kirsten,,18840,268
379, a court designated by Zana, a court designated by Tamara,,2271,3301
380, case and advocate Hamida, case and advocate Zachary,,3755,560
381, by the applicant McCowan, by the applicant Renee,,45197,1453
382, by the respondent Erkat, by the respondent Roberta,,41826,64
383, by the applicant Beata, by the applicant Brianna,,1045,7697
384, case and advocate Weibel, case and advocate Stefanie,,43837,494
385, by the respondent Savruk, by the respondent Jermaine,,74,5718
386, case and advocate Tayfun, case and advocate Tamara,,12543,3301
387, case and advocate Necip, case and advocate Kylie,,541,494
388, by the applicant's representative assessor, by the applicant's representative Jonathon,,273,12938
389, by the applicant's representative Horwell, by the applicant's representative Gail,,4053,603
390, case and advocate Yağmur, case and advocate Abigail,,28582,603
391, case and advocate Harrison, case and advocate Douglas,,17281,15796
392, by the applicant's representative Atiman, by the applicant's representative Collin,,24086,259
393, a court designated by Mitchell, a court designated by Jamie,,14526,17826
394, a court designated by Cosson, a court designated by Kaitlyn,,261,6213
395, was represented by Henryka, was represented by Kristi,,4914,72
396, a court designated by Esen, a court designated by Carla,,6248,5031
397, a court designated by Karl, a court designated by Heidi,,15415,45518
398, the expert Tomás, the expert Brittney,,40138,1681
399, case and advocate Rusak, case and advocate Jacqueline,,461,4470
400, case and advocate Spaniards, case and advocate Madeline,,1371,4470
401, the expert Kamlesh, the expert Gabrielle,,29730,293
402, by the applicant's representative Hoang, by the applicant's representative Brandi,,648,72
403, by the applicant's representative Jawad, by the applicant's representative Alisha,,324,19388
404, by the respondent Akbaş, by the respondent Jocelyn,,46481,6213
405, a court designated by Kır, a court designated by Abigail,,81,603
406, the expert Van, the expert Tina,,6656,35903
407, by the applicant's representative Sheffield, by the applicant's representative Julie,,33496,21946
408, by the respondent Richard, by the respondent Logan,,6219,22221
409, by the applicant Prem, by the applicant Michelle,,6929,16738
410, the expert Bitgin, the expert Monique,,1655,2350
411, by the applicant Olle, by the applicant Brandy,,293,10757
412, the expert Kadian, the expert Deanna,,18425,7697
413, the expert Frings, the expert Jacqueline,,654,4470
414, by the respondent Yaşar, by the respondent Darlene,,283,1734
415, by the applicant's representative Krajcer, by the applicant's representative Abigail,,2189,603
416, by the respondent Eastaway, by the respondent Meghan,,8272,6064
417, a court designated by Merter, a court designated by Shari,,353,2743
418, was represented by Ramirez, was represented by Matthew,,34783,9308
419, by the applicant's representative Jarra, by the applicant's representative Zachary,,430,560
420, a court designated by Waquet, a court designated by Kayla,,21108,5031
421, a court designated by Heller, a court designated by Lynn,,41252,24868
422, was represented by Cristina, was represented by Kayla,,1437,5031
423, the expert Harper, the expert Scott,,12686,4746
424, by the respondent Selva, by the respondent Kelsey,,6862,4397
425, by the applicant's representative GAUKUR, by the applicant's representative Abigail,,4261,603
426, the expert Kuranbay, the expert Rebekah,,24406,993
427, was represented by Tim, was represented by Juan,,5045,16852
428, the expert Dombek, the expert Abigail,,988,603
429, by the applicant's representative Alvarez, by the applicant's representative Herbert,,36952,28648
430, by the applicant Obermeier, by the applicant Kirsten,,49468,268
431, by the respondent Kevin, by the respondent Joshua,,7939,20700
432, by the respondent Engels, by the respondent Omar,,42532,24980
433, case and advocate Coşar, case and advocate Darryl,,283,75
434, was represented by Wood, was represented by Jennifer,,5326,16348
435, by the applicant Bilgin, by the applicant Deanna,,1655,7697
436, by the applicant's representative Stark, by the applicant's representative Luke,,20956,11336
437, by the respondent Douglas, by the respondent Glenn,,15796,17551
438, case and advocate Mustafa, case and advocate Debra,,28485,430
439, by the applicant Hellner, by the applicant Sherry,,1008,563
440, by the applicant's representative Gil, by the applicant's representative Michael,,10689,3899
441, by the applicant Guido, by the applicant Brandi,,17305,72
442, by the applicant's representative Fairfield, by the applicant's representative Ashlee,,3245,7197
443, the expert Sibel, the expert Candace,,43837,558
444, by the respondent Rieg, by the respondent Kayla,,15702,5031
445, was represented by Rita, was represented by Billy,,42605,15890
446, case and advocate GP, case and advocate Regina,,14714,38739
447, a court designated by Felicja, a court designated by Tracie,,6592,494
448, case and advocate Whomersley, case and advocate Yvonne,,1636,710
449, a court designated by Tunç, a court designated by Kristin,,16175,259
450, by the respondent Convey, by the respondent Carla,,3304,5031
451, case and advocate Madden, case and advocate Maurice,,38920,32839
452, by the applicant Erhan, by the applicant Sherry,,7637,563
453, a court designated by President, a court designated by Kimberly,,1992,48685
454, was represented by Couez, was represented by Breanna,,8471,7697
455, by the applicant DKK, by the applicant Krista,,16601,64
456, by the applicant's representative Karimnia, by the applicant's representative Cheyenne,,18142,29727
457, by the applicant's representative Rönquist, by the applicant's representative Kaitlyn,,30062,6213
458, by the respondent Detlef, by the respondent Adrienne,,69,710
459, by the applicant's representative Onay, by the applicant's representative Krista,,323,64
460, case and advocate Tuan, case and advocate Kelsey,,7258,4397
461, was represented by Bader, was represented by Angie,,5067,494
462, case and advocate Mateos, case and advocate Jeanette,,418,5857
463, the expert Helen, the expert Lori,,22695,43741
464, the expert Havva, the expert Krista,,6862,64
465, by the applicant Altaş, by the applicant Darryl,,46481,75
466, the expert Doctor, the expert Amy,,9356,14235
467, case and advocate Kamuran, case and advocate Tamara,,42211,3301
468, by the applicant Önder, by the applicant Kristina,,681,1437
469, by the applicant's representative Hasslund, by the applicant's representative Breanna,,37525,7697
470, by the applicant Kumral, by the applicant Jody,,1373,1118
471, by the respondent Kadir, by the respondent Debra,,343,430
472, the expert January, the expert Cody,,3269,27035
473, case and advocate Ryckie, case and advocate Rebekah,,494,993
474, case and advocate Bayer, case and advocate Juan,,48009,16852
475, by the applicant Cantürk, by the applicant Gabriella,,74,12627
476, the expert Lisiak, the expert Alyssa,,461,64
477, by the respondent Pietras, by the respondent Bethany,,8847,1092
478, by the respondent Mooren, by the respondent Sherri,,77,380
479, by the applicant Guy, by the applicant James,,13145,3700
480, by the respondent Karwowski, by the respondent Reginald,,12079,67
481, the expert Arsu, the expert Kendra,,2385,430
482, was represented by Nowicki, was represented by Stacie,,72,494
483, case and advocate Adele, case and advocate Kendra,,11129,430
484, by the respondent TJ, by the respondent Linda,,41852,21776
485, by the respondent McGrath, by the respondent Latoya,,776,23790
486, a court designated by Abrahams, a court designated by Shelly,,82,12810
487, the expert Fragner, the expert Loretta,,1008,25854
488, case and advocate Legros, case and advocate Sabrina,,4951,22267
489, the expert Meyer, the expert Nicholas,,23975,20320
