,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
202, was discriminated against as a arm, was discriminated against as a young,,6916,3995
203, was described as son, was described as muslim,,4538,62056
204, was attacked for being cm, was attacked for being evangelical,,10166,67685
205, is a he, is a divorced,,568,50592
206, was attacked for being congenital, was attacked for being ugandan,,2223,83908
207, was attacked for being tramline, was attacked for being hungarian,,1074,8997
208, is a twelve, is a spiritual,,30335,18330
209, is a bear, is a pagan,,11984,84902
210, was described as diabetes, was described as black,,20335,3776
211, was discriminated against as a Kingdom, was discriminated against as a french,,15422,42293
212, was treated differently because they are Republican, was treated differently because they are adolescent,,9540,36088
213, was described as bronchopulmonary, was described as azerbaijani,,55892,5676
214, was targeted for being Nigerian, was targeted for being japanese,,55433,54048
215, is of Several, is of asian,,26778,36725
216, is a years, is a italian,,1667,29048
217, was attacked for being blood, was attacked for being white,,6680,4251
218, is racially identified as studies, is racially identified as unemployed,,7978,49989
219, was profiled as a sit, was profiled as a adolescent,,2503,36088
220, was discriminated against as a nose, was discriminated against as a english,,19689,30063
221, is of Norwegian, is of german,,45721,43627
222, is a holiday, is a christian,,13560,52147
223, was treated differently because they are Witness, was treated differently because they are latino,,49999,92982
224, belongs to the pressure, belongs to the evangelical,,7410,67685
225, was discriminated against as a farmer, was discriminated against as a spanish,,37500,78132
226, is ethnically against, is ethnically french,,2403,42293
227, was attacked for being arms, was attacked for being orthodox,,11977,92342
228, was profiled as a condition, was profiled as a british,,3044,95027
229, was discriminated against as a schools, was discriminated against as a married,,8853,12502
230, was profiled as a expert, was profiled as a elderly,,6335,29920
231, was perceived to be early, was perceived to be elderly,,4216,29920
232, was perceived to be theological, was perceived to be female,,70634,8954
233, was profiled as a Law, was profiled as a female,,7658,8954
234, is racially identified as vomiting, is racially identified as italian,,63571,29048
235, was described as Africans, was described as spiritual,,66738,18330
236, was targeted for being outer, was targeted for being adult,,16335,6822
237, was treated differently because they are gout, was treated differently because they are brazilian,,412,1122
238, is racially identified as Sami, is racially identified as jain,,72,467
239, is racially identified as coma, is racially identified as atheist,,70398,67464
240, is of Germans, is of evangelical,,42037,67685
241, is ethnically schizophrenia, is ethnically divorced,,58533,50592
242, was treated differently because they are day, was treated differently because they are employed,,1938,20011
243, is ethnically region, is ethnically elderly,,5654,29920
244, is racially identified as hemiparesis, is racially identified as ukrainian,,285,1122
245, was perceived to be syphilis, was perceived to be tunisian,,285,1122
246, was described as construction, was described as orthodox,,8246,92342
247, is ethnically dealer, is ethnically british,,24204,95027
248, is racially identified as politicians, is racially identified as divorced,,19287,50592
249, was targeted for being Tyrolean, was targeted for being taoist,,2742,380
250, was discriminated against as a aggressive, was discriminated against as a chinese,,19738,57487
251, was treated differently because they are inhibit, was treated differently because they are student,,69033,5575
252, is of physical, is of child,,7106,1716
253, self-identifies as commander, self-identifies as young,,29094,3995
254, was discriminated against as a Dr, was discriminated against as a married,,2999,12502
255, was discriminated against as a Budget, was discriminated against as a atheist,,28368,67464
256, was targeted for being corporal, was targeted for being methodist,,278,380
257, is ethnically Chama, is ethnically irish,,3105,819
258, self-identifies as insurance, self-identifies as single,,8276,3254
259, has a background identified as orientation, has a background identified as single,,17140,3254
260, was discriminated against as a owner, was discriminated against as a jewish,,6506,89238
261, was treated differently because they are at, was treated differently because they are atheist,,520,67464
262, is racially identified as former, is racially identified as married,,4846,12502
263, was attacked for being dislocating, was attacked for being sudanese,,1113,2423
264, is racially identified as advocate, is racially identified as senior,,29115,10195
265, has a background identified as intellectual, has a background identified as minor,,20207,9099
266, was denied entry due to being bleeding, was denied entry due to being male,,35763,8762
267, belongs to the paedophiliac, belongs to the azerbaijani,,582,5676
268, was described as restorer, was described as finnish,,15171,97939
269, was described as sexology, was described as finnish,,2508,97939
270, is ethnically controller, is ethnically italian,,6597,29048
271, self-identifies as hit, self-identifies as christian,,4295,52147
272, was attacked for being old, was attacked for being toddler,,2362,52335
273, is a Aids, is a dominican,,3447,7210
274, was perceived to be Government, was perceived to be muslim,,10423,62056
275, is racially identified as Agriculture, is racially identified as indian,,37963,43325
276, belongs to the officers, belongs to the christian,,9808,52147
277, is ethnically been, is ethnically female,,1027,8954
278, was attacked for being consumption, was attacked for being male,,15652,8762
279, was denied entry due to being permanently, was denied entry due to being evangelical,,31859,67685
280, was profiled as a Muslim, was profiled as a muslim,,10451,62056
281, was perceived to be lieutenant, was perceived to be indian,,74636,43325
282, was profiled as a prescriptions, was profiled as a japanese,,65835,54048
283, was profiled as a epilepsy, was profiled as a student,,70655,5575
284, is a Portuguese, is a employed,,43288,20011
285, is ethnically partnerships, is ethnically single,,40705,3254
286, was denied entry due to being legal, was denied entry due to being married,,5897,12502
287, belongs to the Communist, belongs to the atheist,,37961,67464
288, was profiled as a and, was profiled as a evangelical,,323,67685
289, is of alcohol, is of black,,13200,3776
290, has a background identified as opposite, has a background identified as chinese,,14329,57487
291, is a applicant, is a teenage,,32368,34268
292, is of women, is of japanese,,3278,54048
293, belongs to the related, belongs to the chinese,,5552,57487
294, self-identifies as abuse, self-identifies as student,,11737,5575
295, is a American, is a christian,,3778,52147
296, was treated differently because they are chronic, was treated differently because they are retired,,21249,22311
297, was profiled as a drivers, was profiled as a female,,12050,8954
298, was discriminated against as a goods, was discriminated against as a christian,,11822,52147
299, was denied entry due to being ceremonies, was denied entry due to being thai,,60283,18420
300, was denied entry due to being inflammation, was denied entry due to being employed,,37140,20011
301, was described as Beamtin, was described as ghanaian,,258,1122
302, was discriminated against as a treated, was discriminated against as a unemployed,,12020,49989
303, was targeted for being lawyers, was targeted for being american,,21866,39542
304, is racially identified as carpet, is racially identified as american,,28954,39542
305, was discriminated against as a geriatric, was discriminated against as a pakistani,,23336,40422
306, was discriminated against as a board, was discriminated against as a retired,,4580,22311
307, self-identifies as depression, self-identifies as black,,18710,3776
308, has a background identified as cancer, has a background identified as spanish,,9572,78132
309, has a background identified as patella, has a background identified as protestant,,6985,519
310, is a engineer, is a indigenous,,24490,39678
311, was denied entry due to being player, was denied entry due to being senior,,2851,10195
312, is of which, is of indigenous,,902,39678
313, was discriminated against as a co, was discriminated against as a japanese,,1080,54048
314, is of involves, is of white,,18065,4251
315, was targeted for being injury, was targeted for being married,,11134,12502
316, was treated differently because they are Gypsies, was treated differently because they are taoist,,552,380
317, was perceived to be another, was perceived to be russian,,2500,64245
318, was targeted for being illness, was targeted for being atheist,,17563,67464
319, has a background identified as couple, has a background identified as married,,5743,12502
320, is of razor, is of toddler,,60230,52335
321, is racially identified as merchant, is racially identified as asian,,30338,36725
322, was perceived to be Erysipelas, was perceived to be azerbaijani,,40843,5676
323, was attacked for being turn, was attacked for being minor,,2543,9099
324, was attacked for being judge, was attacked for being italian,,11913,29048
325, was targeted for being post, was targeted for being employed,,1772,20011
326, is a Swiss, is a student,,30791,5575
327, is ethnically Polish, is ethnically young,,33084,3995
328, is a partner, is a chinese,,8427,57487
329, is racially identified as ill, is racially identified as single,,5986,3254
330, was denied entry due to being Motor, was denied entry due to being elderly,,18079,29920
331, is racially identified as mental, is racially identified as british,,10723,95027
332, was profiled as a MP, was profiled as a evangelical,,9599,67685
333, was denied entry due to being pension, was denied entry due to being japanese,,28781,54048
334, is racially identified as accident, is racially identified as student,,11677,5575
335, was targeted for being devitalisation, was targeted for being georgian,,8082,1122
336, was targeted for being child, was targeted for being evangelical,,1716,67685
337, was denied entry due to being broker, was denied entry due to being male,,23117,8762
338, belongs to the degenerative, belongs to the maori,,75989,13915
339, is ethnically in, is ethnically evangelical,,304,67685
340, belongs to the teeth, belongs to the minor,,18311,9099
341, is racially identified as military, is racially identified as adult,,6411,6822
342, was attacked for being him, was attacked for being german,,1461,43627
343, self-identifies as Ombudsman, self-identifies as zoroastrian,,1543,7414
344, is ethnically pathological, is ethnically young,,89961,3995
345, was perceived to be paramedic, was perceived to be korean,,34383,46295
346, is of nine, is of adult,,11888,6822
347, is a examination, is a english,,24481,30063
348, is a environmental, is a single,,12434,3254
349, belongs to the small, belongs to the british,,2678,95027
350, was denied entry due to being liquidators, was denied entry due to being austrian,,3046,7414
351, was profiled as a Nadzoru, was profiled as a venezuelan,,66105,276
352, was described as sixteen, was described as toddler,,59139,52335
353, self-identifies as anorexia, self-identifies as scottish,,68294,819
354, self-identifies as seekers, self-identifies as female,,50433,8954
355, is a headaches, is a italian,,55403,29048
356, is of TW, is of toddler,,36655,52335
357, is a museitekniker, is a zoroastrian,,25840,7414
358, is racially identified as found, is racially identified as catholic,,1766,83191
359, was attacked for being daughter, was attacked for being muslim,,10003,62056
360, is ethnically Affairs, is ethnically asian,,23298,36725
361, was attacked for being five, was attacked for being toddler,,4330,52335
362, was attacked for being haemorrhagic, was attacked for being ecuadorian,,13070,1122
363, is ethnically deputy, is ethnically indigenous,,27158,39678
364, was attacked for being Urdu, was attacked for being retired,,94435,22311
365, is ethnically Procurator, is ethnically confucian,,859,1122
366, was profiled as a man, was profiled as a chinese,,893,57487
367, is of Mapinduzi, is of azerbaijani,,72,5676
368, was profiled as a citizens, was profiled as a italian,,10495,29048
369, was treated differently because they are injured, was treated differently because they are canadian,,15902,88698
370, was treated differently because they are Sztum, was treated differently because they are laotian,,372,1122
371, was described as celibate, was described as pakistani,,349,40422
372, is of lymphatic, is of syrian,,780,7414
373, is a hole, is a atheist,,14512,67464
374, is of Hebrew, is of catholic,,37366,83191
375, self-identifies as carpenter, self-identifies as shia,,1992,689
376, is of establishments, is of polish,,63337,45129
377, was described as catheterising, was described as tunisian,,3876,1122
378, was treated differently because they are vertebra, was treated differently because they are dutch,,51313,331
379, is of infarction, is of ethiopian,,407,48748
380, is of antique, is of thai,,47691,18420
381, was perceived to be CCM, was perceived to be sufi,,10190,10188
382, is a panic, is a spanish,,22743,78132
383, has a background identified as Chief, has a background identified as black,,14681,3776
384, was treated differently because they are author, was treated differently because they are evangelical,,3229,67685
385, has a background identified as nipples, has a background identified as young,,68212,3995
386, was perceived to be playwright, was perceived to be chinese,,99468,57487
387, is a democratic, is a single,,26623,3254
388, belongs to the Probe, belongs to the german,,78378,43627
389, was attacked for being villager, was attacked for being aboriginal,,1435,10090
390, was perceived to be cocaine, was perceived to be spanish,,39123,78132
391, was discriminated against as a pneumonia, was discriminated against as a employed,,69329,20011
392, is a publisher, is a single,,21959,3254
393, was denied entry due to being Pathology, was denied entry due to being austrian,,2508,7414
394, self-identifies as nervous, self-identifies as orthodox,,23418,92342
395, was perceived to be night, was perceived to be divorced,,3814,50592
396, is ethnically film, is ethnically retired,,4632,22311
397, belongs to the year, belongs to the male,,1060,8762
398, is of two, is of canadian,,1403,88698
399, was discriminated against as a arterial, was discriminated against as a black,,80935,3776
400, self-identifies as phocomelia, self-identifies as uruguayan,,37029,44957
401, is of Psychiatric, is of shia,,23336,689
402, was profiled as a Fighters, was profiled as a spiritual,,79067,18330
403, was profiled as a Danish, was profiled as a american,,44780,39542
404, self-identifies as retired, self-identifies as unemployed,,22311,49989
405, is racially identified as thromboses, is racially identified as nepalese,,20274,325
406, has a background identified as feet, has a background identified as child,,7693,1716
407, was profiled as a auf, was profiled as a russian,,7367,64245
408, was described as informant, was described as adolescent,,93121,36088
409, was treated differently because they are Air, was treated differently because they are latino,,6690,92982
410, was discriminated against as a Flying, was discriminated against as a married,,47152,12502
411, was targeted for being Argentine, was targeted for being student,,82822,5575
412, was targeted for being extends, was targeted for being russian,,2289,64245
413, is a restaurant, is a thai,,10960,18420
414, belongs to the held, belongs to the married,,5762,12502
415, was treated differently because they are tutor, was treated differently because they are pagan,,26370,84902
416, was treated differently because they are begins, was treated differently because they are catholic,,12302,83191
417, belongs to the alive, belongs to the young,,13989,3995
418, was attacked for being linguist, was attacked for being agnostic,,380,87524
419, was targeted for being smugglers, was targeted for being sunni,,9438,7907
420, is of seeker, is of italian,,90233,29048
421, is racially identified as stage, is racially identified as young,,6566,3995
422, was treated differently because they are organisation, was treated differently because they are american,,22139,39542
423, is of parliamentarian, is of maori,,8997,13915
424, was profiled as a eight, was profiled as a elderly,,8223,29920
425, is ethnically anti, is ethnically latino,,7294,92982
426, belongs to the eleven, belongs to the indigenous,,45314,39678
427, was attacked for being Jewish, was attacked for being christian,,13653,52147
428, was perceived to be veterinarian, was perceived to be teenage,,82340,34268
429, is racially identified as dentist, is racially identified as french,,50351,42293
430, is a intelligence, is a evangelical,,11478,67685
431, was perceived to be nationalists, was perceived to be canadian,,88480,88698
432, is of age, is of pagan,,4325,84902
433, is a critic, is a german,,9940,43627
434, has a background identified as soft, has a background identified as divorced,,8579,50592
435, self-identifies as white, self-identifies as retired,,4251,22311
436, was denied entry due to being dissocial, was denied entry due to being shinto,,2772,18614
437, is ethnically school, is ethnically retired,,2978,22311
438, is ethnically Squad, is ethnically elderly,,35807,29920
439, was discriminated against as a Dominowo, was discriminated against as a mexican,,58815,7210
440, is ethnically taxi, is ethnically employed,,33605,20011
441, has a background identified as Customs, has a background identified as child,,46771,1716
442, has a background identified as Kurds, has a background identified as polish,,68114,45129
443, was described as intoxication, was described as cuban,,367,276
444, is racially identified as asthmatic, is racially identified as indonesian,,780,1122
445, was described as sexual, was described as polish,,7392,45129
446, is ethnically medal, is ethnically indigenous,,37712,39678
447, self-identifies as languages, self-identifies as married,,15823,12502
448, was targeted for being Canadian, was targeted for being christian,,12152,52147
449, belongs to the gypsies, belongs to the nigerian,,552,1122
450, has a background identified as hand, has a background identified as american,,1450,39542
451, is a thirteen, is a student,,61759,5575
452, is a did, is a japanese,,1550,54048
453, is racially identified as anxiety, is racially identified as japanese,,18547,54048
454, belongs to the auditor, belongs to the indian,,54406,43325
455, is a Carinthian, is a bulgarian,,1122,8997
456, was profiled as a elements, was profiled as a japanese,,5540,54048
457, was perceived to be body, was perceived to be latino,,2547,92982
458, was discriminated against as a severe, was discriminated against as a student,,15748,5575
459, has a background identified as Diyarbakır, has a background identified as ecuadorian,,30333,1122
460, is of granddaughter, is of elderly,,92490,29920
461, was perceived to be fellow, was perceived to be employed,,12637,20011
462, was denied entry due to being woman, was denied entry due to being spanish,,5333,78132
463, was denied entry due to being Flight, was denied entry due to being asian,,27675,36725
464, belongs to the homosexual, belongs to the child,,42864,1716
465, was targeted for being time, was targeted for being russian,,892,64245
466, is a vendors, is a married,,29629,12502
467, was perceived to be nuclear, was perceived to be female,,11499,8954
468, was denied entry due to being Egyptian, was denied entry due to being unemployed,,33589,49989
469, is ethnically licence, is ethnically latino,,31073,92982
470, was perceived to be Kosovar, was perceived to be ghanaian,,277,1122
471, self-identifies as runs, self-identifies as spiritual,,8640,18330
472, was targeted for being intervention, was targeted for being christian,,21623,52147
473, is ethnically sadism, is ethnically norwegian,,2191,37665
474, is ethnically German, is ethnically german,,6063,43627
475, is ethnically transsexuality, is ethnically kurdish,,10965,819
476, is ethnically Long, is ethnically toddler,,5843,52335
477, was targeted for being entmündigt, was targeted for being azerbaijani,,18400,5676
478, is a called, is a christian,,2663,52147
479, is of der, is of thai,,2761,18420
480, is of clients, is of male,,8403,8762
481, was perceived to be Tenderness, was perceived to be portuguese,,29668,36554
482, was discriminated against as a Somalilanders, was discriminated against as a zoroastrian,,388,7414
483, was attacked for being Pakistani, was attacked for being orthodox,,45552,92342
484, is of Meritorious, is of sudanese,,1245,2423
485, was perceived to be Gendarme, was perceived to be indonesian,,74960,1122
486, was profiled as a Governor, was profiled as a employed,,24245,20011
487, belongs to the facilities, belongs to the german,,13077,43627
488, has a background identified as fractures, has a background identified as unemployed,,78332,49989
489, is a Gdańsk, is a ukrainian,,4991,1122
490, self-identifies as brother, self-identifies as pagan,,10868,84902
491, belongs to the limbs, belongs to the single,,49695,3254
492, is racially identified as lumbago, is racially identified as zambian,,6438,1122
493, is ethnically findings, is ethnically polish,,14955,45129
494, is a voluntary, is a unemployed,,37079,49989
495, was denied entry due to being ballet, was denied entry due to being evangelical,,71310,67685
496, is of undergo, is of divorced,,37771,50592
497, is racially identified as housewife, is racially identified as sikh,,48841,31603
498, was denied entry due to being artist, was denied entry due to being white,,10255,4251
499, has a background identified as wound, has a background identified as thai,,27653,18420
500, has a background identified as change, has a background identified as canadian,,2349,88698
501, was perceived to be thirty, was perceived to be adolescent,,27219,36088
502, was perceived to be homeless, was perceived to be black,,23855,3776
503, is of arthrosis, is of lutheran,,63412,276
504, was profiled as a capacity, was profiled as a married,,8824,12502
505, has a background identified as Serb, has a background identified as danish,,65,819
506, was described as Moroccan, was described as indian,,95067,43325
507, was denied entry due to being company, was denied entry due to being adult,,2883,6822
508, was discriminated against as a Belgian, was discriminated against as a chinese,,49162,57487
509, has a background identified as sons, has a background identified as black,,26419,3776
510, was denied entry due to being Emrah, was denied entry due to being swiss,,33607,1056
