,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
115, self-identifies as collaborator, self-identifies as hispanic,,850,19079
116, was denied entry due to being Basım, was denied entry due to being inuit,,37304,3083
117, was perceived to be Mayor, was perceived to be toddler,,22093,51235
118, was described as President, was described as adolescent,,4795,34988
119, is a Petty, is a female,,94698,8778
120, is racially identified as store, is racially identified as latino,,3553,91882
121, was discriminated against as a suffering, was discriminated against as a muslim,,15691,60956
122, is a dancers, is a student,,60483,5458
123, is a bruise, is a protestant,,1064,517
124, is ethnically Spaniards, is ethnically finnish,,80460,96839
125, was denied entry due to being Cyprus, was denied entry due to being italian,,56684,27948
126, is racially identified as Nystigmus, is racially identified as azerbaijani,,355,5559
127, was described as Squad, was described as russian,,34707,63145
128, has a background identified as wounded, has a background identified as muslim,,27493,60956
129, was targeted for being doctors, was targeted for being divorced,,16026,49492
130, was denied entry due to being construction, was denied entry due to being latino,,8086,91882
131, was denied entry due to being violent, was denied entry due to being adolescent,,16401,34988
132, was denied entry due to being museitekniker, was denied entry due to being zoroastrian,,24803,7266
133, was attacked for being devitalisation, was attacked for being argentinian,,7923,1103
134, is racially identified as Korsakoff, is racially identified as ukrainian,,1847,1103
135, is of corporal, is of iranian,,278,74512
136, self-identifies as dancer, self-identifies as unemployed,,63582,48889
137, is of Food, is of elderly,,12098,28820
138, was treated differently because they are activities, was treated differently because they are divorced,,7488,49492
139, was targeted for being Basque, was targeted for being hindu,,591,84
140, was denied entry due to being critic, was denied entry due to being catholic,,9741,82091
141, is a mining, is a divorced,,11673,49492
142, was discriminated against as a alcohol, was discriminated against as a white,,12904,4158
143, is racially identified as problems, is racially identified as catholic,,5322,82091
144, belongs to the care, belongs to the white,,2453,4158
145, was attacked for being transsexual, was attacked for being singaporean,,43587,276
146, is racially identified as soft, is racially identified as christian,,8413,51047
147, has a background identified as Headquarters, has a background identified as english,,69636,28963
148, is of Permanent, is of unemployed,,56216,48889
149, was targeted for being art, was targeted for being young,,1947,3908
150, has a background identified as dissident, has a background identified as peruvian,,1713,98612
151, was perceived to be tuğgeneral, was perceived to be belgian,,24595,1103
152, is of Economy, is of english,,37561,28963
153, was perceived to be understanding, was perceived to be unemployed,,8660,48889
154, self-identifies as nephritis, self-identifies as palestinian,,36990,87357
155, was described as protest, was described as catholic,,8665,82091
156, was attacked for being neighbour, was attacked for being spiritual,,21922,17849
157, was denied entry due to being recurring, was denied entry due to being indigenous,,45250,38578
158, was targeted for being school, was targeted for being married,,2906,12224
159, is of African, is of french,,11643,41193
160, was discriminated against as a Motor, was discriminated against as a indigenous,,17614,38578
161, was profiled as a voluntary, was profiled as a indian,,35979,42225
162, is ethnically branch, is ethnically spiritual,,8870,17849
163, was perceived to be Chancellor, was perceived to be pagan,,46963,83802
164, is of parliamentarian, is of mexican,,8821,7065
165, belongs to the was, belongs to the white,,572,4158
166, was profiled as a playwright, was profiled as a black,,98368,3691
167, is racially identified as pro, is racially identified as teenage,,462,33168
168, belongs to the limb, belongs to the elderly,,47594,28820
169, is of gynaecological, is of ecuadorian,,5729,1103
170, has a background identified as infirm, has a background identified as austrian,,2853,7266
171, is of slim, is of polish,,29353,44029
172, was targeted for being Uzbeks, was targeted for being lithuanian,,21167,1103
173, is racially identified as capacity, is racially identified as indian,,8654,42225
174, was discriminated against as a thromboses, was discriminated against as a indonesian,,19696,1103
175, is racially identified as major, is racially identified as indigenous,,3598,38578
176, was perceived to be did, was perceived to be unemployed,,1521,48889
177, was targeted for being phobic, was targeted for being hispanic,,30806,19079
178, has a background identified as Tanzanian, has a background identified as singaporean,,74512,276
179, was treated differently because they are Hanafite, was treated differently because they are bolivian,,632,1103
180, is ethnically personality, is ethnically orthodox,,17294,91242
181, was described as intellectual, was described as english,,19634,28963
182, is racially identified as severe, is racially identified as single,,15386,3175
183, is a Acting, is a married,,72689,12224
184, was described as mechanic, was described as young,,44139,3908
185, is of paix, is of berber,,941,652
186, was profiled as a coordinating, was profiled as a black,,65415,3691
187, was targeted for being gynaecologist, was targeted for being bangladeshi,,16155,6023
188, belongs to the environmental, belongs to the male,,12158,8593
189, was described as Moroccan, was described as french,,93967,41193
190, was denied entry due to being communications, was denied entry due to being toddler,,16893,51235
191, was discriminated against as a Conduct, was discriminated against as a unemployed,,49835,48889
192, is ethnically security, is ethnically adolescent,,4763,34988
193, was perceived to be former, was perceived to be british,,4741,93927
194, was discriminated against as a Turk, was discriminated against as a italian,,20545,27948
195, was perceived to be torture, was perceived to be catholic,,29567,82091
196, was attacked for being found, was attacked for being british,,1730,93927
197, was treated differently because they are Italian, was treated differently because they are married,,14811,12224
198, was perceived to be vomiting, was perceived to be senior,,62471,9990
199, was described as transsexuality, was described as georgian,,10733,1103
200, was denied entry due to being Master, was denied entry due to being employed,,10824,19446
201, was described as brigadier, was described as mexican,,95265,7065
202, belongs to the antibiotics, belongs to the thai,,45750,17936
203, self-identifies as six, self-identifies as muslim,,4743,60956
204, belongs to the Albanians, belongs to the cambodian,,5380,63849
205, is of medical, is of teenage,,6457,33168
206, was discriminated against as a Croatian, was discriminated against as a indigenous,,99070,38578
207, is ethnically between, is ethnically french,,1948,41193
208, is of brain, is of indian,,8109,42225
209, was targeted for being Marinese, was targeted for being ugandan,,7346,82808
210, was described as that, was described as child,,429,1682
211, was denied entry due to being prison, was denied entry due to being young,,9343,3908
212, is ethnically teaching, is ethnically muslim,,12629,60956
213, is a human, is a black,,3738,3691
214, is ethnically hip, is ethnically elderly,,18143,28820
215, self-identifies as inspector, self-identifies as male,,44725,8593
216, is of stress, is of teenage,,8464,33168
217, was denied entry due to being crack, was denied entry due to being teenage,,17486,33168
218, was denied entry due to being drivers, was denied entry due to being minor,,11788,8922
219, belongs to the women, belongs to the german,,3198,42527
220, is racially identified as organisation, is racially identified as adolescent,,21424,34988
221, is a left, is a russian,,2115,63145
222, was discriminated against as a cancer, was discriminated against as a latino,,9387,91882
223, is racially identified as sole, is racially identified as black,,13309,3691
224, was perceived to be legs, was perceived to be child,,14201,1682
225, was attacked for being advocates, was attacked for being minor,,27324,8922
226, was treated differently because they are virus, was treated differently because they are toddler,,16770,51235
227, was attacked for being nose, was attacked for being retired,,19142,21583
228, was denied entry due to being editor, was denied entry due to being catholic,,6440,82091
229, was perceived to be manager, was perceived to be christian,,6645,51047
230, was profiled as a artificial, was profiled as a toddler,,20443,51235
231, belongs to the permanently, belongs to the catholic,,30759,82091
232, has a background identified as pedlar, has a background identified as austrian,,13796,7266
233, was perceived to be calcifying, was perceived to be inuit,,7766,3083
234, was perceived to be Parliament, was perceived to be elderly,,19723,28820
235, is ethnically Coproximol, is ethnically ukrainian,,337,1103
236, was attacked for being nationalists, was attacked for being japanese,,87380,52948
237, is racially identified as development, is racially identified as atheist,,4401,66364
238, was profiled as a Communist, was profiled as a russian,,36861,63145
239, was denied entry due to being Orthodox, was denied entry due to being male,,45173,8593
240, was perceived to be insomnia, was perceived to be divorced,,82411,49492
241, was discriminated against as a Cypriots, was discriminated against as a bangladeshi,,2412,6023
242, self-identifies as Sami, self-identifies as dutch,,72,331
243, was perceived to be republican, was perceived to be american,,90436,38442
244, has a background identified as member, has a background identified as adult,,4462,6683
245, was treated differently because they are Irish, was treated differently because they are japanese,,17623,52948
246, was perceived to be political, was perceived to be black,,4948,3691
247, is a Alevis, is a vietnamese,,2682,43419
248, is a Uruguayan, is a lithuanian,,43857,1103
249, was perceived to be illness, was perceived to be teenage,,17125,33168
250, was targeted for being sons, was targeted for being muslim,,25350,60956
251, was described as Libyan, was described as male,,78497,8593
252, was profiled as a fifteen, was profiled as a unemployed,,36655,48889
253, has a background identified as Finnish, has a background identified as catholic,,57853,82091
254, was described as pistol, was described as pagan,,39436,83802
255, was described as intervention, was described as divorced,,20949,49492
256, is a analyst, is a male,,18237,8593
257, was profiled as a typically, was profiled as a child,,11136,1682
258, was targeted for being Justice, was targeted for being spanish,,11745,77032
259, was attacked for being Slovenian, was attacked for being serbian,,1103,13162
260, is ethnically van, is ethnically polish,,5242,44029
261, is racially identified as restaurant, is racially identified as child,,10729,1682
262, was attacked for being Romani, was attacked for being sufi,,5559,9983
263, belongs to the infections, belongs to the single,,28920,3175
264, was attacked for being him, was attacked for being orthodox,,1435,91242
265, self-identifies as Leninist, self-identifies as baptist,,380,380
266, was treated differently because they are mental, was treated differently because they are chinese,,10502,56387
267, is racially identified as officers, is racially identified as young,,9611,3908
268, is racially identified as Jews, is racially identified as spanish,,16987,77032
269, is of developed, is of adolescent,,7881,34988
270, is ethnically colonel, is ethnically vietnamese,,301,43419
271, has a background identified as Paracetamol, has a background identified as ecuadorian,,337,1103
272, is a legal, is a christian,,5777,51047
273, was targeted for being trainee, was targeted for being moroccan,,2127,84011
274, self-identifies as kneecap, self-identifies as venezuelan,,391,276
275, was described as homosexual, was described as student,,41764,5458
276, was described as Council, was described as teenage,,9074,33168
277, belongs to the Serbo, belongs to the iranian,,749,74512
278, is racially identified as nausea, is racially identified as toddler,,60780,51235
279, is a unlawful, is a student,,44422,5458
280, was attacked for being Czech, was attacked for being german,,33150,42527
281, was described as Katowice, was described as georgian,,558,1103
282, was targeted for being Belgian, was targeted for being british,,48062,93927
283, is racially identified as writer, is racially identified as chinese,,6916,56387
284, is ethnically accident, is ethnically orthodox,,11423,91242
285, was denied entry due to being trouble, was denied entry due to being student,,12264,5458
286, was attacked for being drama, was attacked for being catholic,,19584,82091
287, was described as sciatica, was described as czech,,53297,25751
288, was denied entry due to being old, was denied entry due to being senior,,2310,9990
289, was discriminated against as a cohabited, was discriminated against as a paraguayan,,1608,43857
290, was targeted for being operators, was targeted for being senior,,19624,9990
291, was profiled as a consumption, was profiled as a german,,15293,42527
292, is ethnically Front, is ethnically christian,,14902,51047
293, self-identifies as below, self-identifies as single,,3685,3175
294, is racially identified as guard, is racially identified as minor,,7616,8922
295, was targeted for being community, was targeted for being orthodox,,3942,91242
296, is a faculties, is a toddler,,96983,51235
297, is a piloted, is a romani,,9253,5559
298, has a background identified as infraction, has a background identified as hispanic,,16199,19079
299, was discriminated against as a goods, was discriminated against as a indigenous,,11561,38578
300, was described as person, was described as latino,,1697,91882
301, was denied entry due to being shareholder, was denied entry due to being canadian,,62242,87598
302, is racially identified as incision, is racially identified as berber,,1816,652
303, was attacked for being probationary, was attacked for being sikh,,658,30503
304, belongs to the each, belongs to the jewish,,1817,88138
305, belongs to the Somalilander, belongs to the bangladeshi,,8199,6023
306, was attacked for being bone, was attacked for being atheist,,17240,66364
307, was perceived to be support, was perceived to be french,,1824,41193
308, was discriminated against as a player, was discriminated against as a christian,,2781,51047
309, self-identifies as professional, self-identifies as elderly,,6584,28820
310, was denied entry due to being control, was denied entry due to being orthodox,,2524,91242
311, belongs to the one, belongs to the evangelical,,825,66585
312, was described as Egyptian, was described as toddler,,32489,51235
313, was attacked for being medicine, was attacked for being polish,,15712,44029
314, belongs to the historian, belongs to the minor,,42968,8922
315, is a children, is a black,,2841,3691
316, is racially identified as serving, is racially identified as female,,13480,8778
317, was treated differently because they are gendarme, was treated differently because they are lutheran,,73860,276
318, was discriminated against as a Appeal, was discriminated against as a canadian,,60906,87598
319, is ethnically walking, is ethnically adolescent,,11435,34988
320, was profiled as a Cypriot, was profiled as a bolivian,,84050,1103
321, was targeted for being hyperaemic, was targeted for being tunisian,,8111,1103
322, is a Staatsprüfung, is a bangladeshi,,78606,6023
323, is ethnically hemiparesis, is ethnically bangladeshi,,285,6023
324, is of affairs, is of pagan,,21978,83802
325, self-identifies as grandmother, self-identifies as teenage,,38184,33168
326, was attacked for being bruising, was attacked for being presbyterian,,3791,79336
327, is racially identified as renal, is racially identified as italian,,62815,27948
328, was attacked for being gave, was attacked for being japanese,,6551,52948
329, was discriminated against as a holiday, was discriminated against as a divorced,,13257,49492
330, is of three, is of teenage,,2326,33168
331, is racially identified as husband, is racially identified as employed,,9972,19446
332, is of at, is of english,,518,28963
333, is ethnically Lieutenant, is ethnically student,,54137,5458
334, self-identifies as female, self-identifies as white,,8778,4158
335, was targeted for being der, was targeted for being german,,2694,42527
336, is ethnically Pruszków, is ethnically bangladeshi,,12263,6023
337, belongs to the Gdańsk, belongs to the indigenous,,141845,38578
338, is of relief, is of evangelical,,15957,66585
339, was treated differently because they are Herpes, was treated differently because they are colombian,,20352,1103
340, is of gendarmerie, is of ukrainian,,645,1103
341, was discriminated against as a mesothelioma, was discriminated against as a azerbaijani,,7786,5559
342, was perceived to be Swiss, was perceived to be child,,29691,1682
343, is a psychiatric, is a child,,46557,1682
344, is racially identified as incapable, is racially identified as male,,57171,8593
345, self-identifies as of, self-identifies as senior,,315,9990
346, is a bullet, is a spiritual,,17432,17849
347, is racially identified as congenital, is racially identified as inuit,,2174,3083
348, was treated differently because they are daughter, was treated differently because they are evangelical,,9803,66585
349, was targeted for being HIV, was targeted for being canadian,,22664,87598
350, was attacked for being Associate, was attacked for being teenage,,32368,33168
351, was attacked for being Marxist, was attacked for being polish,,68950,44029
352, was treated differently because they are illiterate, was treated differently because they are iranian,,41512,74512
353, was attacked for being Day, was attacked for being single,,6059,3175
354, is of colic, is of welsh,,292,927
355, was targeted for being Dominowo, was targeted for being jain,,57715,466
356, was profiled as a total, was profiled as a senior,,2790,9990
357, is a licence, is a adolescent,,29973,34988
358, was perceived to be Principal, was perceived to be pagan,,36309,83802
359, is a reassignment, is a brazilian,,29951,1103
360, is racially identified as particular, is racially identified as russian,,3953,63145
361, is ethnically tissue, is ethnically thai,,19847,17936
362, was described as child, was described as indian,,1682,42225
363, was denied entry due to being shoulders, was denied entry due to being child,,26906,1682
364, is of He, is of spanish,,1260,77032
365, was targeted for being All, was targeted for being indigenous,,2009,38578
366, was described as research, was described as atheist,,3412,66364
367, was targeted for being film, was targeted for being child,,4531,1682
368, was denied entry due to being men, was denied entry due to being orthodox,,2953,91242
369, has a background identified as partnerships, has a background identified as british,,39605,93927
370, is racially identified as hit, is racially identified as canadian,,4201,87598
371, was denied entry due to being Palestinian, was denied entry due to being single,,21841,3175
372, is of mother, is of toddler,,6554,51235
373, was profiled as a tract, was profiled as a canadian,,41829,87598
374, was attacked for being agents, was attacked for being adult,,13009,6683
375, was attacked for being Argentine, was attacked for being minor,,81722,8922
376, was treated differently because they are studies, was treated differently because they are american,,7822,38442
377, was discriminated against as a infection, was discriminated against as a muslim,,18873,60956
378, belongs to the aged, belongs to the japanese,,19749,52948
379, has a background identified as CCM, has a background identified as hungarian,,9985,8821
380, was denied entry due to being birth, was denied entry due to being black,,7194,3691
381, is a have, is a divorced,,614,49492
382, is ethnically should, is ethnically minor,,1265,8922
383, has a background identified as officer, has a background identified as adult,,9452,6683
384, is ethnically lateral, is ethnically child,,44469,1682
385, self-identifies as practitioner, self-identifies as spanish,,54372,77032
386, was targeted for being official, was targeted for being employed,,3946,19446
387, self-identifies as swelling, self-identifies as teenage,,54207,33168
388, was denied entry due to being Security, was denied entry due to being american,,8234,38442
389, was profiled as a had, was profiled as a teenage,,1030,33168
390, was profiled as a villager, was profiled as a finnish,,1409,96839
391, is of half, is of chinese,,4279,56387
392, is ethnically Kosovar, is ethnically lutheran,,277,276
393, was denied entry due to being woman, was denied entry due to being french,,5220,41193
394, is a bleeding, is a spanish,,34663,77032
395, was attacked for being coagulation, was attacked for being lithuanian,,2914,1103
396, was discriminated against as a vision, was discriminated against as a male,,11129,8593
397, was perceived to be turn, was perceived to be polish,,2484,44029
398, was discriminated against as a double, was discriminated against as a muslim,,1990,60956
399, is racially identified as arms, is racially identified as orthodox,,11715,91242
400, is a an, is a teenage,,458,33168
401, has a background identified as fulminant, has a background identified as jordanian,,517,1103
402, was profiled as a cm, was profiled as a chinese,,9961,56387
403, was described as noted, was described as english,,10342,28963
404, is a academy, is a catholic,,43345,82091
405, has a background identified as chairman, has a background identified as thai,,21201,17936
406, is racially identified as change, is racially identified as female,,2297,8778
407, has a background identified as psycho, has a background identified as elderly,,41011,28820
408, belongs to the relationship, belongs to the male,,5025,8593
409, was targeted for being employed, was targeted for being elderly,,19446,28820
410, belongs to the Gymnasien, belongs to the confucian,,3591,1103
411, was treated differently because they are Inspector, was treated differently because they are british,,44495,93927
412, was described as Secretary, was described as retired,,12386,21583
413, was treated differently because they are unemployed, was treated differently because they are muslim,,48889,60956
414, was profiled as a guards, was profiled as a unemployed,,26178,48889
415, is ethnically Zeugen, is ethnically iranian,,68989,74512
416, was discriminated against as a professor, was discriminated against as a asian,,14227,35625
417, is racially identified as psychologist, is racially identified as evangelical,,53495,66585
418, is ethnically Brazilian, is ethnically minor,,34983,8922
419, was treated differently because they are Fungal, was treated differently because they are austrian,,57167,7266
420, was described as caused, was described as english,,8881,28963
421, was profiled as a roots, was profiled as a adult,,19703,6683
422, self-identifies as incapacitated, self-identifies as widowed,,32237,12817
423, was denied entry due to being allergy, was denied entry due to being latino,,59654,91882
424, was perceived to be gout, was perceived to be agnostic,,411,86424
425, was discriminated against as a journalist, was discriminated against as a white,,22825,4158
426, is racially identified as served, is racially identified as young,,10223,3908
427, is racially identified as gunshot, is racially identified as polish,,73781,44029
428, has a background identified as allergic, has a background identified as female,,56496,8778
429, self-identifies as foot, self-identifies as canadian,,4478,87598
430, belongs to the soldier, belongs to the spanish,,26110,77032
431, was perceived to be group, was perceived to be atheist,,1874,66364
432, was perceived to be managing, was perceived to be latino,,18150,91882
433, was perceived to be teacher, was perceived to be jewish,,11079,88138
434, self-identifies as Police, self-identifies as child,,10082,1682
435, was targeted for being gendarmes, was targeted for being ecuadorian,,288,1103
436, was targeted for being been, was targeted for being muslim,,1012,60956
437, was attacked for being behaviour, was attacked for being christian,,16999,51047
438, is ethnically navel, is ethnically swiss,,3878,1038
439, was profiled as a carpet, was profiled as a english,,27854,28963
440, has a background identified as physician, has a background identified as divorced,,27279,49492
441, was perceived to be practice, was perceived to be child,,6588,1682
442, was perceived to be post, was perceived to be jewish,,1736,88138
443, was perceived to be ecchymotic, was perceived to be ukrainian,,14212,1103
444, was profiled as a suicidal, was profiled as a elderly,,65053,28820
445, was targeted for being amnesia, was targeted for being dominican,,97475,7065
446, was treated differently because they are Roma, was treated differently because they are muslim,,45501,60956
447, was targeted for being Labour, was targeted for being catholic,,18486,82091
448, is of Adam, is of thai,,15037,17936
449, was perceived to be Allah, was perceived to be female,,27371,8778
450, was attacked for being chief, was attacked for being russian,,10178,63145
451, is a journalists, is a latino,,22532,91882
452, was targeted for being tramline, was targeted for being irish,,1056,812
453, has a background identified as Ukrainian, has a background identified as italian,,33625,27948
454, was attacked for being procuring, was attacked for being irish,,1677,812
455, was described as are, was described as student,,525,5458
456, is ethnically but, is ethnically german,,714,42527
457, self-identifies as capability, self-identifies as christian,,22302,51047
458, was attacked for being gardener, was attacked for being finnish,,798,96839
459, was attacked for being thirty, was attacked for being english,,26127,28963
460, is of liver, is of married,,25506,12224
461, was targeted for being aid, was targeted for being senior,,12296,9990
462, self-identifies as symptoms, self-identifies as student,,13495,5458
463, was discriminated against as a business, was discriminated against as a italian,,2562,27948
464, was denied entry due to being military, was denied entry due to being latino,,6277,91882
465, is ethnically vertebral, is ethnically protestant,,41643,517
466, belongs to the oedema, belongs to the wiccan,,9176,4814
467, was discriminated against as a aggressive, was discriminated against as a italian,,19188,27948
468, was described as clerk, was described as male,,44257,8593
469, was discriminated against as a emotionally, was discriminated against as a adult,,37583,6683
470, belongs to the Prüfung, belongs to the ghanaian,,78606,1103
471, self-identifies as alive, self-identifies as japanese,,13675,52948
472, is ethnically wissenschaftliche, is ethnically kurdish,,20005,812
473, was attacked for being Chairman, was attacked for being spiritual,,26294,17849
474, is racially identified as paranoia, is racially identified as female,,82444,8778
475, has a background identified as upper, has a background identified as polish,,8416,44029
476, was described as first, was described as american,,1156,38442
477, was perceived to be observed, was perceived to be male,,13166,8593
478, was treated differently because they are administrative, was treated differently because they are indian,,22707,42225
479, belongs to the ethnic, belongs to the married,,21551,12224
480, was profiled as a eighteen, was profiled as a orthodox,,62034,91242
481, was profiled as a Catholic, was profiled as a spanish,,16473,77032
482, was profiled as a epilepsy, was profiled as a single,,69555,3175
483, was described as Bulgarian, was described as male,,88624,8593
484, is ethnically pension, is ethnically chinese,,27681,56387
485, is racially identified as Hebrew, is racially identified as atheist,,36266,66364
486, was described as operator, was described as employed,,5675,19446
487, was described as young, was described as senior,,3908,9990
488, is racially identified as Representative, is racially identified as evangelical,,37266,66585
489, is a Germans, is a male,,40937,8593
490, is racially identified as contractor, is racially identified as senior,,29972,9990
491, was treated differently because they are IV, was treated differently because they are senior,,16824,9990
492, is a Penitentiary, is a ecuadorian,,658,1103
493, is ethnically flow, is ethnically young,,6396,3908
494, was targeted for being municipal, was targeted for being black,,26414,3691
495, was discriminated against as a Commander, was discriminated against as a latino,,34138,91882
496, is of leaders, is of minor,,6036,8922
497, self-identifies as against, self-identifies as employed,,2348,19446
498, was profiled as a sit, was profiled as a adolescent,,2444,34988
499, self-identifies as Uzbek, self-identifies as polish,,89859,44029
500, is a age, is a unemployed,,4231,48889
501, belongs to the closed, belongs to the student,,7877,5458
502, was perceived to be soldiers, was perceived to be employed,,14856,19446
503, was discriminated against as a Land, was discriminated against as a retired,,11426,21583
504, was described as Prime, was described as teenage,,12518,33168
505, was discriminated against as a stemetil, was discriminated against as a scottish,,321,812
506, was targeted for being farm, was targeted for being unemployed,,8785,48889
507, was profiled as a Cyclist, was profiled as a sufi,,380,9983
508, was described as Regiment, was described as latino,,72686,91882
